_sort,id,published,name,pre_headline,title,lead_text,embedded_html_base_name,language_code,urlname,slug,link,_request,_article_bib_key,how_to_cite,pure_html_asset,pure_pdf_asset,doi,created_at,page_layout,tag_page_type,tag_media,tag_content_type,tag_language,tag_institution,tag_canton,tag_project,tag_public,tag_references,tag_footnotes,ref_bib_keys,references_asset_url,_further_refs,further_references_asset_url,_depends_on,_to_do_on_the_portal,assigned_authors,intro_image_asset,intro_image_portal,audio_assets,audios_portal,video_assets,videos_portal,pdf_assets,pdfs_portal,picture_assets,pictures_portal,text_and_picture_assets,text_and_pictures_portal,box_assets,_attachment_links_assets,attachment_links_portal,has_html_header_tags,links_in_text_or_embed_blocks,themetags_discipline,themetags_focus,themetags_structural,status,changes_made,error_message,error_trace,,
3671,6157,,"Efrati, Enlèvement d'Europe",<p>un projet de Benjamin Efrati</p>,L'enlèvement d'Europe,"<p>Qui sont vraiment les « présocratiques » ? Si l'on fait souvent commencer l'histoire de la pensée avec Socrate au Vᵉ siècle avant l'ère chrétienne, la pratique de la philosophie (néologisme attribué à un certain Pythagore) était à cette époque déjà populaire dans le bassin méditerranéen. </p>",,en-UK,l-enlevement-d-europe,/l-enlevement-d-europe,https://www.philosophie.ch/l-enlevement-d-europe,GET,,,,,,44816,standard,portal page,,,French,,,,,,,,,,,,,,enlevement-d-europe.png,MAPOFAEGEAN.png,,,,,,,"Avrupa-BWY-01.jpg, Avrupa-BWY-02.jpg, Avrupa-BWY-03.jpg, Avrupa-BWY-04.jpg, Avrupa-BWY-05.jpg, Avrupa-BWY-06.jpg, Avrupa-BWY-07.jpg, Avrupa-BWY-08.jpg, Avrupa-BWY-09.png, Avrupa-BWY-10.png, Avrupa-BWY-11.png, Avrupa-BWY-12.png, Avrupa-BWY-13.png, Avrupa-BWY-14.png, Avrupa-BWY-15.png, Avrupa-BWY-16.png, Avrupa-BWY-17.png, Avrupa-BWY-18.png, Avrupa-BWY-19.png, Avrupa-BWY-20.png, Avrupa-BWY-21.png, Avrupa-BWY-22.png, Avrupa-BWY-23.png, Avrupa-BWY-24.png","4j326s6mig_EFRATI_ENLEVEMENT_EUROPE_P1_2022.jpeg, 4drults5fa_EFRATI_ENLEVEMENT_EUROPE_P2_2022.jpeg, 2jm9zyepa3_EFRATI_ENLEVEMENT_EUROPE_P3_2022.jpeg, 6l8n1o5aiq_EFRATI_ENLEVEMENT_EUROPE_P4_2022.jpeg, 8qspzpsrxa_EFRATI_ENLEVEMENT_EUROPE_P5_2022.jpeg, 6xph8po61o_EFRATI_ENLEVEMENT_EUROPE_P6_2022.jpeg, 6llhm57r9t_EFRATI_ENLEVEMENT_EUROPE_P7_2022.jpeg, 3xh5rxshlu_EFRATI_ENLEVEMENT_EUROPE_P8_2022.jpeg, 1s0jr3y22i_Copie_de_Avrupa_BWY_9.png, uwdmyisg2_Copie_de_Avrupa_BWY_10.png, 17d5fs3bjh_Copie_de_Avrupa_BWY_11.png, 9s126gg1ta_Copie_de_Avrupa_BWY_12.png, 21n3yaaiiw_Copie_de_Avrupa_BWY_13.png, gj9y2r8g4_Copie_de_Avrupa_BWY_14.png",,,,,,,,,,,,"intro_image_portal: {{  }} => {{ MAPOFAEGEAN.png }} ;;; picture_assets: {{ Avrupa-BWY-01.jpg,Avrupa-BWY-02.jpg,Avrupa-BWY-03.jpg,Avrupa-BWY-04.jpg,Avrupa-BWY-05.jpg,Avrupa-BWY-06.jpg,Avrupa-BWY-07.jpg,Avrupa-BWY-08.jpg,Avrupa-BWY-09.png,Avrupa-BWY-10.png,Avrupa-BWY-11.png,Avrupa-BWY-12.png,Avrupa-BWY-14.png }} => {{ Avrupa-BWY-01.jpg, Avrupa-BWY-02.jpg, Avrupa-BWY-03.jpg, Avrupa-BWY-04.jpg, Avrupa-BWY-05.jpg, Avrupa-BWY-06.jpg, Avrupa-BWY-07.jpg, Avrupa-BWY-08.jpg, Avrupa-BWY-09.png, Avrupa-BWY-10.png, Avrupa-BWY-11.png, Avrupa-BWY-12.png, Avrupa-BWY-13.png, Avrupa-BWY-14.png, Avrupa-BWY-15.png, Avrupa-BWY-16.png, Avrupa-BWY-17.png, Avrupa-BWY-18.png, Avrupa-BWY-19.png, Avrupa-BWY-20.png, Avrupa-BWY-21.png, Avrupa-BWY-22.png, Avrupa-BWY-23.png, Avrupa-BWY-24.png }} ;;; pictures_portal: {{  }} => {{ 4j326s6mig_EFRATI_ENLEVEMENT_EUROPE_P1_2022.jpeg, 4drults5fa_EFRATI_ENLEVEMENT_EUROPE_P2_2022.jpeg, 2jm9zyepa3_EFRATI_ENLEVEMENT_EUROPE_P3_2022.jpeg, 6l8n1o5aiq_EFRATI_ENLEVEMENT_EUROPE_P4_2022.jpeg, 8qspzpsrxa_EFRATI_ENLEVEMENT_EUROPE_P5_2022.jpeg, 6xph8po61o_EFRATI_ENLEVEMENT_EUROPE_P6_2022.jpeg, 6llhm57r9t_EFRATI_ENLEVEMENT_EUROPE_P7_2022.jpeg, 3xh5rxshlu_EFRATI_ENLEVEMENT_EUROPE_P8_2022.jpeg, 1s0jr3y22i_Copie_de_Avrupa_BWY_9.png, uwdmyisg2_Copie_de_Avrupa_BWY_10.png, 17d5fs3bjh_Copie_de_Avrupa_BWY_11.png, 9s126gg1ta_Copie_de_Avrupa_BWY_12.png, 21n3yaaiiw_Copie_de_Avrupa_BWY_13.png, gj9y2r8g4_Copie_de_Avrupa_BWY_14.png }}",,,,
3224,6158,,Themenschwerpunkte,,Themenschwerpunkte,<p>Entdecken Sie die Themenschwerpunkte unseres Portals</p>,,de,themenschwerpunkte,/de/themenschwerpunkte,https://www.philosophie.ch/de/themenschwerpunkte,GET,,,,,,42662,topic,portal page,,,German,,,,,,,,,,,,,,our-pic-focus-areas.jpeg,1000_F_123146152_PeuqZMzXRyKfl8HQzROFKeoUnRETIf4Y.jpg,,,,,,,,,,,"focus-area-feminismus.jpg, focus-area-psychologie.jpg, focus-area-klimaethik.png, focus-area-politische-sprachphilosophie.svg, focus-area-migrationsphilosophie.jpg, focus-area-selbstmord.jpg, focus-area-geld-und-gesellschaft.jpg, focus-area-menschenrechte.png, focus-area-strafrecht.png, focus-area-philosophieren-mit-kindern.png, focus-area-cancel-culture.png, focus-area-erziehung.png, focus-area-oekonomie.jpg, focus-area-diskriminierung.jpg, focus-area-imagination.png, focus-area-krypto.png, focus-area-armutsforschung.svg, focus-area-oeil-sur-la-france.jpg, focus-area-psychotherapie.png, focus-area-journalismus.svg, focus-area-tierethik.jpeg, focus-area-nietzsche.jpeg, focus-area-popphilosophie.png, focus-area-demokratie-und-wahrheit.png, focus-area-nachhaltigkeit.png, focus-area-gesundheit.jpg, focus-area-heimat.png, focus-area-geschichte-der-schweizer-philosophie.png, focus-area-anarchismus.png, focus-area-gutes-leben.png, focus-area-philosophie-als-taetigkeit.png, focus-area-war-in-europe.jpg, focus-area-che-cos-e.jpeg, focus-area-realite-virtuelle.png, focus-area-wahrheit.jpeg, focus-area-philosophische-praxis.png, focus-area-krieg.jpg, focus-area-mensch.png, focus-area-corona.jpg, focus-area-mensch-und-natur.jpg, focus-area-verantwortung.png, focus-area-menschliche-schoenheit.jpg, focus-area-politik-und-philosophie.jpg, focus-area-anarchism.png, focus-area-philo-chinoise.svg, focus-area-anarchisme.png, focus-area-socialisme.svg, focus-area-liebe.jpg, focus-area-identitaet.png, focus-area-tod.jpg, focus-area-menschenwuerde.png",,,,,,,,,intro_image_portal: {{  }} => {{ 1000_F_123146152_PeuqZMzXRyKfl8HQzROFKeoUnRETIf4Y.jpg }},,,51,
3530,6180,,Mission Statement,,Mission Statement,<p>Learn more about the purpose of philosophie.ch</p>,,en,mission-statement,/en/mission-statement,https://www.philosophie.ch/en/mission-statement,GET,,,,,,42662,article,portal page,,,English,,,,,,,,,,,,,blum-ph,philo-ch-credo.svg,credo icon.png,,,,,,,,,,,,,,,,,,,,tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ English }} ;;; intro_image_portal: {{  }} => {{ credo icon.png }},,,,
841,6181,,Abenteuer Philosophie,<p>Angewandte Philosophie</p>,Abenteuer Philosophie,<p>Für eine Rückkehr der Philosophie!</p>,,en-UK,abenteuer-philosophie,/abenteuer-philosophie,https://www.philosophie.ch/abenteuer-philosophie,GET,,,,,,44817,standard,presentation page,,,German,,,,press,,,,,,,,,,logo-abentuer-philosophie.png,logo-abentuer-philosophie.png,,,,,,,,,,,,,,,,,,,,tag_page_type: {{  }} => {{ presentation page }} ;;; tag_language: {{  }} => {{ German }} ;;; tag_public: {{  }} => {{ press }} ;;; intro_image_portal: {{  }} => {{ logo-abentuer-philosophie.png }},,,,
2092,6183,,Interview Daniel Schulthess,,Interview Daniel Schulthess,"<p>Dans le cadre du projet <a href=""/schweizer-philosophie-im-fokus"">Schweizer Philosophie im Fokus</a></p>",,en-UK,2022-03-11-schulthess,/2022-03-11-schulthess,https://www.philosophie.ch/2022-03-11-schulthess,GET,,,,,,44631,article,article,,,French,,,,,,,,,,,,,schulthess-d,2022-03-11-schulthess.jpg,FLSH-Perret2010b.jpg,,,,,,,,,,,,,,,,,Geschichte der Schweizer Philosophie,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ French }} ;;; intro_image_portal: {{  }} => {{ FLSH-Perret2010b.jpg }},,,,
3102,6193,,Disziplin Ästhetik,<p>Theoretische Philosophie</p>,Ästhetik,<p>Hier finden Sie alle Beiträge auf dem Portal <em>Philosophie.ch</em> im Bereich der Ästhetik.</p>,,en-UK,aesthetik,/aesthetik,https://www.philosophie.ch/aesthetik,GET,,,,,,44817,topic,portal page,,,German,,,,,,,,,,,,,,discipline-aesthetik.svg,vek Ästhetik.svg,,,,,,,,,,,,,,,,"Ästhetik, Esthétique, Estetica, Aesthetics",,,,tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ vek Ästhetik.svg }},,,,
3416,6194,,Lehrmittel für den Gymnasialunterricht,,Lehrmittel für den Philosophieunterricht am Gymnasium,,,de,lehrmittel,/de/lehrmittel,https://www.philosophie.ch/de/lehrmittel,GET,,,,,,42662,topic,portal page,,,German,,,,,,,,,,,,,,our-pic-lehrmittel.svg,Lehrmittel für den Philosophieunterricht am Gymnasium.svg,,,,,,,,,,,"einstiegsliteratur-philosophie.png, lehrmittel.png, 2022-08-23-kraeuchi.png, 2022-12-21-ragoni.png, 2022-09-27-scheiwiller.png, 2022-10-16-ragoni.png",,,,,,,,,intro_image_portal: {{  }} => {{ Lehrmittel für den Philosophieunterricht am Gymnasium.svg }},,,6,
3315,6195,,Wunderkiste,,Wunderkiste,<p>Zum Wühlen... - unsere eigene Auswahl</p>,,de,wunderkiste,/de/wunderkiste,https://www.philosophie.ch/de/wunderkiste,GET,,,,,,44817,standard,portal page,,,German,,,,,,,,,,,,,,our-pic-wunderkiste.jpeg,wunderkiste.jpeg,,,,,,,,,,,,,,,,,,,,tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ wunderkiste.jpeg }},,,,
2776,6196,,Erfahrungsberichte Mittelschulen,,Erfahrungsberichte,<p>Eine Sammlung von Eindrücken</p>,,de,erfahrungsberichte,/de/erfahrungsberichte,https://www.philosophie.ch/de/erfahrungsberichte,GET,,,,,,42662,topic,portal page,,,German,,,,,,,,,,,,,,our-pic-high-school-experience.png,Erfahrungsberichte.png,,,,,,,,,,,"2023-08-16-pesic.jpg, 2023-07-12-himmelreich.jpg, 2023-06-23-aeby.jpg, 2023-06-22-vogel.jpg, 2023-06-27-weiss.jpeg, 2023-05-04-schinner.jpg, 2023-04-17-erni.jpg, 2023-02-22-huber.jpg, 2023-01-04-raess.jpeg, 2022-12-12-thalmann.jpg, 2022-10-25-kohler.jpeg, 2022-10-17-ragoni.jpg, 2022-10-06-scheiwiller.jpg, 2022-09-22-kraeuchi.jpg, 2023-03-29-kolly.jpg, 2023-01-13-kiepe.jpeg, 2023-10-16-luporini.png, 2023-09-20-meon.png, 2024-06-28-schelzke.jpg, 2023-10-17-luporini.png, 2023-10-16-roth.png",,,,,,,,,"slug: {{  }} => {{ /de/erfahrungsberichte }} ;;; intro_image_portal: {{  }} => {{ Erfahrungsberichte.png }} ;;; box_assets: {{ 2023-08-16-pesic.jpg, 2023-07-12-himmelreich.jpg, 2023-06-23-aeby.jpg, 2023-06-22-vogel.jpg, 2023-06-27-weiss.jpeg, 2023-05-04-schinner.jpg, 2023-04-17-erni.jpg, 2023-02-22-huber.jpg, 2023-01-04-raess.jpeg, 2022-12-12-thalmann.jpg, 2022-10-25-kohler.jpeg, 2022-10-17-ragoni.jpg, 2022-10-06-scheiwiller.jpg, 2022-09-22-kraeuchi.jpg, 2023-03-29-kolly.jpg, 2023-01-13-kiepe.jpeg, 2023-10-16-luporini.png, 2023-09-20-meon.png, 2024-06-28-schelzke.jpg,2023-10-17-luporini.png,2023-10-16-roth.png }} => {{ 2023-08-16-pesic.jpg, 2023-07-12-himmelreich.jpg, 2023-06-23-aeby.jpg, 2023-06-22-vogel.jpg, 2023-06-27-weiss.jpeg, 2023-05-04-schinner.jpg, 2023-04-17-erni.jpg, 2023-02-22-huber.jpg, 2023-01-04-raess.jpeg, 2022-12-12-thalmann.jpg, 2022-10-25-kohler.jpeg, 2022-10-17-ragoni.jpg, 2022-10-06-scheiwiller.jpg, 2022-09-22-kraeuchi.jpg, 2023-03-29-kolly.jpg, 2023-01-13-kiepe.jpeg, 2023-10-16-luporini.png, 2023-09-20-meon.png, 2024-06-28-schelzke.jpg, 2023-10-17-luporini.png, 2023-10-16-roth.png }}",,,21,
3411,6197,,Philosophielehrpläne auf Gymnasialstufe,,Philosophielehrpläne auf Gymnasialstufe,<p>Eine Übersicht</p>,,de,lehrplaene,/de/lehrplaene,https://www.philosophie.ch/de/lehrplaene,GET,,,,,,42662,standard,portal page,,,German,,,,,,,,,,,,,,our-pic-lehrplaene.jpeg,Lehrpläne.jpg,,,,,,,"lehrplaene1.png, lehrplaene2.png","Lehrpläne1.png, Lehrpläne2.png",,,,,,,,,,,,"tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ Lehrpläne.jpg }} ;;; picture_assets: {{ lehrplaene1.png,lehrplaene2.png }} => {{ lehrplaene1.png, lehrplaene2.png }} ;;; pictures_portal: {{  }} => {{ Lehrpläne1.png, Lehrpläne2.png }}",,,,
3428,6198,,Fachdidaktische Literatur,,Fachdidaktische Literatur,<p>Eine Übersicht</p>,,de,fachdidaktische-literatur,/de/fachdidaktische-literatur,https://www.philosophie.ch/de/fachdidaktische-literatur,GET,,,,,,42662,standard,portal page,,,German,,,,,,,,,,,,,,our-pic-fachdidaktische-literatur.jpeg,Fachdidaktik.jpg,,,,,,,,,,,,,,,,,,,,tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ Fachdidaktik.jpg }},,,,
3391,6199,,philosophische Praxen,<p><sup>Bild: Descartes und Königin Christina von Schweden</sup></p>,Philosophische Praxen,<p>Diese Seite versammelt Informationen zu philosophischen Praxen in der ganzen Schweiz.</p>,,de,praxen,/de/praxen,https://www.philosophie.ch/de/praxen,GET,,,,,,42662,topic,portal page,,,German,,,,,,,,,,,,,,our-pic-praxen.png,déscartes.png,,,,,,,,,,,,,,,,,,,,tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ déscartes.png }},,,,
2448,6202,,Das Unrecht der Klimakrise,"<p>Welches ethische Vokabular ist geeignet, die ethische Brisanz der Klimakrise zu adressieren?</p>",Das Unrecht der Klimakrise,"<div><span >Wir leben in einer Klimakrise, die sich stetig verschlimmert. Für immer mehr Menschen und für immer größere Teile der Natur wird die Situation auf der Erde bedrohlich.</span></div>",,en-UK,2022-11-14-rehmannsutter,/2022-11-14-rehmannsutter,https://www.philosophie.ch/2022-11-14-rehmannsutter,GET,,,,,,44879,article,media article,video,,German,,,,,,,,,,,,PB check,rehmannsutter,2022-11-14-rehmannsutter.png,Klima ungerechtigkeit.png,,,,,,,,,,,,,,,,Politische Philosophie,Klimaethik,video,,"tag_page_type: {{  }} => {{ media article }} ;;; tag_media: {{  }} => {{ video }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ Klima ungerechtigkeit.png }} ;;; themetags_structural: {{ video, }} => {{ video }}",,,,
2629,6203,,PHILOSOPHIEREN MIT... Was ist normal?,<p>Philosophieren mit Kindern und Erwachsenen</p>,Was ist normal? Die Macht der Gewohnheit,,,en-UK,2022-09-18-imhof,/2022-09-18-imhof,https://www.philosophie.ch/2022-09-18-imhof,GET,,,,,,44822,article,article without DOI,,,German,,BE,Philosophieren mit...,,,,,,,,,"VL change to real picture, put it under article-pics (perhaps use one of the Kralle ones)",imhof-s,logo-philosophieren-mit.png,,,,,,,,,,,,,,,,,,Philo mit Kindern,Bern,partial success,"intro_image_portal: {{  }} => {{ 2019_thumb_kralle_solipsimus-01.png }} ;;; picture_assets: {{  }} => {{ empty, empty }} ;;; themetags_focus: {{ Philo mit Kindern }} => {{  }} ;;; themetags_structural: {{ Bern }} => {{ Philo mit Kindern, Bern }}",--- picture_block: {{ AssetBlocksAndUrlsMismatch :: Number of picture_blocks and number of URLs do not match. Found 2 picture_block blocks but 0 URLs/asset names. }},,,
2129,6209,,Eros und der Mythos vom Kugelmenschen,,Eros und der Mythos vom Kugelmenschen,"<p>ΠΛΑΤΩΝΟΣ ΣΥΜΡΟΣΙΟΝ: Eros und der Mythos vom Kugelmenschen: Erfüllt Aristophanes' Rede ihren Zweck, das Bedürfnis der menschlichen Sehnsucht<br>nach gegenseitiger Ergänzung zu befriedigen?</p>",,en-UK,2022-09-19-dorn,/2022-09-19-dorn,https://www.philosophie.ch/2022-09-19-dorn,GET,,,,,,44823,article,article,,,German,,,,,,,,,,,,,dorn-t,2022-09-19-dorn.png,ezgif.com-gif-maker (1).png,,,,,,,,,,,,,,,,Antike Philosophie,,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ ezgif.com-gif-maker (1).png }},,,,
2150,6210,,« Ideomotorische Assimilation » – oder: Über das Leben im Zeitalter der ökonomischen Entscheidungsfindung.,"<p>Buchhaltung zwischen wirtschaftlichen Abwägungen, psychologischen Vernetzungen und philosophischen Divergenzen.</p>",« Ideomotorische Assimilation » – oder: Über das Leben im Zeitalter der ökonomischen Entscheidungsfindung.,<p>Dieser Beitrag analysiert den Ursprung buchhalterischen Agierens als einen vom Menschen ausgehenden mental-neuronalen Prozess im Kontext individueller Entscheidungsfindung(en).</p>,,en-UK,2022-11-15-possard,/2022-11-15-possard,https://www.philosophie.ch/2022-11-15-possard,GET,,,,,,44880,article,article,,,German,,,,,,,,,,,,,possard-m,2022-11-15-possard.jpg,human-4364616_960_720.jpg,,,,,,,,,,,,,,,,Politische Philosophie,Ökonomie,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ human-4364616_960_720.jpg }},,,,
2977,6215,,Neben Allem auch Nichts?,<p>,Neben Allem auch Nichts?,<p>Beginn einer Auseinandersetzung</p>,,en-UK,neben-allem-auch-nichts,/neben-allem-auch-nichts,https://www.philosophie.ch/neben-allem-auch-nichts,GET,,,,,,45273,article,,,,,,,,,,,,,,,,,thalmann-l,our-pic-neben-allem.jpeg,Linonel_projekt.jpeg,,,,,,,,,,,,,,,,,Philosophie als Praktik,,,urlname: {{ 2023-12-13-thalmann }} => {{ neben-allem-auch-nichts }} ;;; slug: {{ /2023-12-13-thalmann }} => {{ /neben-allem-auch-nichts }} ;;; link: {{  }} => {{ https://www.philosophie.ch/neben-allem-auch-nichts }} ;;; intro_image_portal: {{  }} => {{ Linonel_projekt.jpeg }},,,,
998,6216,,"Rezension: ""Wie ist es, eine Fledermaus zu sein?"" von Thomas Nagel",,"Rezension: ""Wie ist es, eine Fledermaus zu sein?"" von Thomas Nagel","<p>Den Text können Sie beispielsweise <a href=""https://www.exlibris.ch/de/buecher-buch/deutschsprachige-buecher/thomas-nagel/what-is-it-like-to-be-a-bat-wie-ist-es-eine-fledermaus-zu-se/id/9783150193242/"">hier</a> für 7.90 bestellen.</p>",,en-UK,2022-09-18-scheiwiller,/2022-09-18-scheiwiller,https://www.philosophie.ch/2022-09-18-scheiwiller,GET,,,,,,44822,article,article,,book review,German,,,,,,,,,,,,,scheiwiller-r,2022-09-18-scheiwiller.png,png_20220918_160932_0000.png,,,,,,,,,,,,,,,,,,,,intro_image_portal: {{  }} => {{ png_20220918_160932_0000.png }},,,,
3693,6243,,Novità,,Novità,<p>Novità sul portale</p>,,it,novita,/it/novita,https://www.philosophie.ch/it/novita,GET,,,,,,44826,standard,portal page,,,Italian,,,,,,,,,,,,,,philo-ch-portal.jpg,,,,,,,,NL-audience-up-to-Aug23.jpeg,,,,,,,yes,,,,,partial success,"intro_image_portal: {{  }} => {{ Breaking News Socrates.png }} ;;; pictures_portal: {{  }} => {{ NL-audience-up-to-Aug23.jpeg }} ;;; text_and_picture_assets: {{  }} => {{ empty, empty, empty, empty, empty, empty, empty, empty, empty, empty, empty, empty, empty, empty }} ;;; text_and_pictures_portal: {{  }} => {{ 73rzx3f6la_philosophers_across_time.jpg, science-spirituality.jpg, plato-statue-outside-the-hellenic-academy-520346492-589ceaab3df78c475875af25.jpg, Edvard_Grieg_caricature_(5427871426).jpg, 9936000.jpg, 1za91umxat_1024px_Caspar_David_Friedrich_029.jpeg, europe-efrati-esquisse-5.jpg, 100 Fragen.png, 1000_F_123146152_PeuqZMzXRyKfl8HQzROFKeoUnRETIf4Y.jpg, Studium_bild.jpeg, 1672852202featured_image_ohys6q.jpg, 6f1t4at5ec_warum_philo_studieren.png, Artikel_Bild_özgür.jpg }}",--- text_and_picture: {{ AssetBlocksAndUrlsMismatch :: Number of text_and_pictures and number of URLs do not match. Found 14 text_and_picture blocks but 0 URLs/asset names. }},,,
3692,6246,,Nouvelles,,Actualités,<p>voici ce qui est neuf sur le portail</p>,,fr,nouvelles,/fr/nouvelles,https://www.philosophie.ch/fr/nouvelles,GET,,,,,,44826,standard,portal page,,,French,,,,,,,,,,,,,,philo-ch-portal.jpg,,,,,,,,,,,,,,,,,,,,partial success,"intro_image_portal: {{  }} => {{ Breaking News Socrates.png }} ;;; picture_assets: {{  }} => {{ empty }} ;;; pictures_portal: {{  }} => {{ NL-audience-up-to-Aug23.jpeg }} ;;; text_and_picture_assets: {{  }} => {{ empty, empty, empty, empty, empty, empty, empty, empty, empty, empty, empty, empty, empty, empty, empty, empty, empty, empty, empty, empty }} ;;; text_and_pictures_portal: {{  }} => {{ antigone.jpg, Murder Mystery philosophy-3.png, Black Bloc.jpg, Manifestation.jpg, bildungssystem_fr.jpeg, Beitragsbilder Lionel (4).png, 640x640bb-75.jpg, Schermata 2023-11-02 alle 12.17.55.png, Logo_Philosophy_RGB.jpg, 73rzx3f6la_philosophers_across_time.jpg, Philo Vignes.png, Copie de Avrupa-BWY-14.png, Image Manif Louis MEON.jpg, press review.png, Studium_bild.jpeg, 1672852202featured_image_ohys6q.jpg, Fluchtgeschichten Flyer a5 (1).png }}",--- picture_block: {{ AssetBlocksAndUrlsMismatch :: Number of picture_blocks and number of URLs do not match. Found 1 picture_block blocks but 0 URLs/asset names. }} --- text_and_picture: {{ AssetBlocksAndUrlsMismatch :: Number of text_and_pictures and number of URLs do not match. Found 20 text_and_picture blocks but 0 URLs/asset names. }},,,
2792,6248,,Meine Erfahrungen am Kollegium Spiritus Sanctus Brig,<p>Erfahrungsberichte aus den Mittelschulen</p>,Meine Erfahrungen am Kollegium Spiritus Sanctus Brig,<p>Ein kurzer Bericht</p>,,en-UK,2022-09-22-kraeuchi,/2022-09-22-kraeuchi,https://www.philosophie.ch/2022-09-22-kraeuchi,GET,,,,,,44826,article,article without DOI,,,German,,VD,,high schools,,,,,,,,,kraeuchi-s,2022-09-22-kraeuchi.jpg,Erfahrungsbericht_Simon.jpg,,,,,,,,,,,,,,,,,,Lausanne,,tag_page_type: {{  }} => {{ article without DOI }} ;;; tag_language: {{  }} => {{ German }} ;;; tag_canton: {{  }} => {{ VD }} ;;; tag_public: {{  }} => {{ high schools }} ;;; intro_image_portal: {{  }} => {{ Erfahrungsbericht_Simon.jpg }},,,,
2131,6254,,Eintrag 3:Demokratie und Wahrheit I,Das philosophische Wochenbuch,Eintrag 3,<p>Demokratie und Wahrheit I</p>,,en-UK,2022-09-27-kraeuchi,/2022-09-27-kraeuchi,https://www.philosophie.ch/2022-09-27-kraeuchi,GET,,,,,,44831,article,article,,,German,,,,,,,,,,,,,kraeuchi-s,2022-09-27-kraeuchi.jpg,wochenbuch_3.jpg,,,,,,,,,,,,,,,,,Philosophie als Praktik,,,pre_headline: {{  }} => {{ Das philosophische Wochenbuch }} ;;; tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ wochenbuch_3.jpg }},,,,
999,6256,,"Rezension: ""Was bedeutet das alles?"" von Thomas Nagel","<p>Rezension des Buches ""Was bedeutet das alles? Eine ganz kurze Einführung in die Philosophie""</p>","Rezension: ""Was bedeutet das alles?"" von Thomas Nagel","<p>Das Buch können sie beispielsweise <a href=""https://www.exlibris.ch/de/buecher-buch/deutschsprachige-buecher/thomas-nagel/was-bedeutet-das-alles/id/9783150190005/?gclid=Cj0KCQjw94WZBhDtARIsAKxWG--JJCLe8qtUnUExwjNxSCWZML5m-86x0hian0dQHZITvbITablU5LoaAqNXEALw_wcB&amp;gclsrc=aw.ds"">hier</a> für 7.90 Fr. bestellen.</p>",,en-UK,2022-09-27-scheiwiller,/2022-09-27-scheiwiller,https://www.philosophie.ch/2022-09-27-scheiwiller,GET,,,,,,44831,article,article,,book review,German,,,,,,,,,,,,,scheiwiller-r,2022-09-27-scheiwiller.jpg,nagel.jpg,,,,,,,,,,,,,,,,,,,,intro_image_portal: {{  }} => {{ nagel.jpg }},,,,
2130,6260,,Che cos'è la filosofia della percezione?,,Che cos'è la filosofia della percezione?,,,en-UK,2022-09-27-giananti,/2022-09-27-giananti,https://www.philosophie.ch/2022-09-27-giananti,GET,,,,,,44831,article,article,,,Italian,,,,,,,,,,,,,giananti-a,2022-09-27-giananti.jpg,eyes_see_point_view_0.jpg,,,,,,,,,,,,,,,,Epistemologia,,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ Italian }} ;;; intro_image_portal: {{  }} => {{ eyes_see_point_view_0.jpg }},,,,
